received_at,sequence,millis,gain,integration_time,page,415,445,480,515,555,590,630,680,nir,clear
2026-09-09T00:45:34.133187+00:00,105,68499,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:45:34.620757+00:00,106,68987,256x,200ms,0,0,0,0,0,0,1,1,0,0,8
2026-09-09T00:45:35.108675+00:00,107,69477,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:35.596175+00:00,108,69965,256x,200ms,1,0,0,0,0,0,1,1,0,0,8
2026-09-09T00:45:36.084563+00:00,109,70455,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:36.572281+00:00,110,70943,256x,200ms,1,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:37.060273+00:00,111,71433,256x,200ms,1,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:37.556612+00:00,112,71922,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:38.044519+00:00,113,72411,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:38.533236+00:00,114,72899,256x,200ms,0,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:45:39.020851+00:00,115,73389,256x,200ms,0,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:39.507937+00:00,116,73878,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:39.997265+00:00,117,74366,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:40.484465+00:00,118,74856,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:40.972243+00:00,119,75344,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:41.460177+00:00,120,75834,256x,200ms,1,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:41.956691+00:00,121,76322,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:42.445127+00:00,122,76812,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:42.925516+00:00,123,77300,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:43.420658+00:00,124,77789,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:43.907995+00:00,125,78278,256x,200ms,0,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:44.396820+00:00,126,78767,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:44.884866+00:00,127,79256,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:45.372412+00:00,128,79746,256x,200ms,0,0,0,0,0,0,1,2,0,0,7
2026-09-09T00:45:45.860152+00:00,129,80235,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:46.356488+00:00,130,80724,256x,200ms,0,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:46.844433+00:00,131,81214,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:47.332355+00:00,132,81702,256x,200ms,1,0,0,0,0,0,2,1,0,0,8
2026-09-09T00:45:47.820504+00:00,133,82192,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:48.308543+00:00,134,82680,256x,200ms,1,0,0,0,0,0,1,1,0,0,7
2026-09-09T00:45:48.801100+00:00,135,83169,256x,200ms,1,0,0,0,0,0,2,1,0,0,7
2026-09-09T00:45:49.289106+00:00,136,83658,256x,200ms,1,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:49.777662+00:00,137,84148,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:45:50.264822+00:00,138,84637,256x,200ms,0,0,0,0,0,0,1,3,0,0,9
2026-09-09T00:45:50.753992+00:00,139,85127,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:45:51.241162+00:00,140,85615,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:45:51.728712+00:00,141,86105,256x,200ms,0,0,0,0,0,0,1,2,0,0,9
2026-09-09T00:45:52.217432+00:00,142,86593,256x,200ms,0,0,0,0,0,0,1,3,0,0,8
2026-09-09T00:45:52.705649+00:00,143,87081,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:45:53.201504+00:00,144,87571,256x,200ms,1,0,0,0,0,0,1,3,0,0,9
2026-09-09T00:45:53.689288+00:00,145,88060,256x,200ms,1,0,0,0,0,0,1,3,0,0,8
2026-09-09T00:45:54.169694+00:00,146,88549,256x,200ms,1,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:45:54.664811+00:00,147,89038,256x,200ms,1,0,0,0,0,0,1,3,0,0,8
2026-09-09T00:45:55.153097+00:00,148,89527,256x,200ms,1,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:45:55.642075+00:00,149,90016,256x,200ms,1,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:56.129563+00:00,150,90506,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:56.617670+00:00,151,90994,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:57.113680+00:00,152,91484,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:57.600628+00:00,153,91973,256x,200ms,0,0,0,0,0,0,2,4,0,0,9
2026-09-09T00:45:58.089512+00:00,154,92462,256x,200ms,0,0,0,0,0,0,2,4,0,0,9
2026-09-09T00:45:58.577244+00:00,155,92951,256x,200ms,0,0,0,0,0,0,2,4,0,0,9
2026-09-09T00:45:59.064749+00:00,156,93441,256x,200ms,1,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:45:59.554127+00:00,157,93930,256x,200ms,1,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:46:00.041918+00:00,158,94418,256x,200ms,1,0,0,0,0,1,2,3,0,0,9
2026-09-09T00:46:00.530988+00:00,159,94908,256x,200ms,1,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:01.019572+00:00,160,95396,256x,200ms,1,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:01.506727+00:00,161,95886,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:01.994972+00:00,162,96375,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:02.490997+00:00,163,96864,256x,200ms,0,0,0,0,0,1,2,3,0,0,9
2026-09-09T00:46:02.976207+00:00,164,97353,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:46:03.461679+00:00,165,97842,256x,200ms,0,0,0,0,0,1,2,3,0,0,9
2026-09-09T00:46:03.956661+00:00,166,98331,256x,200ms,0,0,0,0,0,1,2,3,0,0,9
2026-09-09T00:46:04.446038+00:00,167,98821,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:04.925933+00:00,168,99309,256x,200ms,1,0,0,0,0,1,2,3,0,0,9
2026-09-09T00:46:05.421840+00:00,169,99799,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:05.909844+00:00,170,100288,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:06.398218+00:00,171,100776,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:06.885180+00:00,172,101266,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:07.373259+00:00,173,101755,256x,200ms,1,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:46:07.870072+00:00,174,102244,256x,200ms,0,0,0,0,0,1,1,3,0,0,8
2026-09-09T00:46:08.358660+00:00,175,102732,256x,200ms,0,0,0,0,0,0,2,2,0,0,8
2026-09-09T00:46:08.838141+00:00,176,103222,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:09.326232+00:00,177,103710,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:09.822186+00:00,178,104200,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:10.309754+00:00,179,104689,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:10.798018+00:00,180,105178,256x,200ms,1,0,0,0,0,0,1,3,0,0,9
2026-09-09T00:46:11.285341+00:00,181,105667,256x,200ms,0,0,0,0,0,0,2,3,0,0,8
2026-09-09T00:46:11.773224+00:00,182,106156,256x,200ms,0,0,0,0,0,0,1,3,0,0,9
2026-09-09T00:46:12.270097+00:00,183,106645,256x,200ms,0,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:46:12.749916+00:00,184,107134,256x,200ms,1,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:46:13.238113+00:00,185,107624,256x,200ms,1,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:46:13.733812+00:00,186,108113,256x,200ms,0,0,0,0,0,1,2,3,0,0,9
2026-09-09T00:46:14.221053+00:00,187,108602,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:14.709665+00:00,188,109091,256x,200ms,0,0,0,0,0,0,2,2,0,0,9
2026-09-09T00:46:15.197017+00:00,189,109581,256x,200ms,0,0,0,0,0,1,1,2,0,0,9
2026-09-09T00:46:15.686056+00:00,190,110069,256x,200ms,0,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:16.181721+00:00,191,110559,256x,200ms,0,0,0,0,0,0,1,3,0,0,9
2026-09-09T00:46:16.670541+00:00,192,111048,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:17.158344+00:00,193,111538,256x,200ms,1,0,0,0,0,0,2,3,0,0,9
2026-09-09T00:46:17.645650+00:00,194,112026,256x,200ms,1,0,0,0,0,0,1,2,0,0,8
2026-09-09T00:46:18.134028+00:00,195,112516,256x,200ms,1,0,0,0,0,0,2,2,0,0,8
